transaction_id,vin,fuel_liters,odometer_reading,timestamp
TXN_000038,U937526S,141.5,27454.0,2024-04-09 08:44:07
TXN_000039,C229959B,230.8,31389.4,2024-08-03 07:54:56
TXN_000040,I305152C,141.8,33604.2,2024-08-26 07:58:08
TXN_000041,P586518V,164.6,89132.5,2024-09-25 07:49:00
TXN_000042,G067883D,232.9,31366.9,2024-08-26 08:53:37
TXN_000043,T389083P,171.9,42205.2,2024-06-18 07:36:35
TXN_000044,W706540Y,200.4,88651.9,2024-10-31 07:56:38
TXN_000045,G604945K,115.1,17317.7,2024-09-26 07:53:16
TXN_000046,I317461C,142.2,58821.4,2024-05-21 08:29:44
TXN_000047,N182449T,163.9,82950.1,2024-01-08 07:50:06
TXN_000048,R623869Y,241.2,97264.9,2024-04-19 07:11:01
TXN_000049,Y892554A,60.2,37382.6,2024-09-03 07:52:39
TXN_000050,C387571U,164.0,56595.8,2024-02-24 08:03:57
TXN_000051,S605297X,111.3,64411.8,2024-10-12 08:50:51
TXN_000052,A293870S,218.3,73762.9,2024-12-11 08:13:08
TXN_000053,T953926U,131.0,90088.8,2024-09-04 07:46:35
TXN_000054,I330923E,190.1,58592.4,2024-08-27 07:46:13
TXN_000055,Y892554A,116.5,37703.0,2024-09-03 08:52:37
TXN_000056,I145623Y,158.4,16199.1,2024-11-12 07:36:52
TXN_000057,Z097439W,64.8,11259.4,2024-11-22 07:49:39
TXN_000058,P612275A,236.7,25373.3,2024-09-09 08:32:05
TXN_000059,M014767C,135.7,41503.8,2024-10-12 08:48:13
TXN_000060,H539621X,149.6,48979.5,2024-01-11 07:30:45
TXN_000061,P345401K,67.3,47101.9,2024-09-11 08:38:37
TXN_000062,J078161S,196.3,77413.7,2024-05-08 08:21:57
TXN_000063,R927065U,215.7,94343.6,2024-04-21 07:05:11
TXN_000064,V354033H,237.4,73700.2,2024-01-14 08:47:11
TXN_000065,A293870S,137.3,74342.9,2024-09-26 07:42:18
TXN_000066,I786691U,62.9,72260.8,2024-05-28 07:52:51
TXN_000067,W921277K,156.9,40775.5,2024-05-29 08:52:15
TXN_000068,E039308A,66.4,39297.2,2024-08-11 07:35:06
TXN_000069,Z427849P,47.8,33413.8,2024-09-22 07:29:36
TXN_000070,B261375A,176.7,53538.8,2024-06-01 08:06:51
TXN_000071,I522872P,135.9,53462.5,2024-06-13 07:27:54
TXN_000072,M655852M,220.6,42117.1,2024-05-06 08:49:08
TXN_000073,G519108M,57.7,90380.4,2024-01-02 07:23:36
TXN_000074,Z593252U,41.6,72068.8,2024-05-23 07:20:10
TXN_000075,Z829114T,133.0,67512.7,2024-03-17 07:26:21
TXN_000076,D177449W,94.9,85974.9,2024-03-15 07:13:00
TXN_000077,I571918O,240.5,81728.8,2024-01-30 08:32:35
TXN_000078,D759464T,41.6,73180.8,2024-07-19 08:06:49
TXN_000079,Z397187D,143.1,27626.1,2024-02-03 07:15:57
TXN_000080,X200379E,205.2,20367.3,2024-09-12 07:20:29
TXN_000081,C611836O,96.6,23816.0,2024-06-24 07:00:20
TXN_000082,B188888Y,190.6,70742.2,2024-06-07 08:58:38
TXN_000083,X937567R,92.9,20886.5,2024-06-03 08:49:26
TXN_000084,V104332G,187.4,48023.2,2024-11-22 08:16:00
TXN_000085,Q473799Y,216.3,47573.2,2024-07-18 07:04:21
TXN_000086,X932528H,104.7,42093.7,2024-11-29 08:51:19
TXN_000087,Z201632S,118.8,34222.1,2024-04-04 07:12:16
TXN_000088,K324210Y,133.9,14876.6,2024-09-24 08:16:31
TXN_000089,S596966H,117.1,100318.9,2024-01-17 08:33:01
TXN_000090,B383206O,95.0,71962.0,2024-04-30 08:34:32
TXN_000091,T958887K,59.8,58252.6,2024-03-04 07:19:25
TXN_000092,Y713900V,67.6,47782.8,2024-08-23 07:37:34
TXN_000093,Z863794A,84.3,50118.9,2024-09-26 07:37:01
TXN_000094,G747016D,201.6,20461.7,2024-02-24 07:23:23
TXN_000095,T685662Y,209.7,98439.2,2024-02-18 07:43:43
TXN_000096,N518347I,75.9,25871.9,2024-10-21 07:45:14
TXN_000097,L949375F,199.9,93846.6,2024-05-31 07:32:27
TXN_000098,D312038X,168.0,45082.1,2024-05-15 08:55:55
TXN_000099,Z097439W,180.5,11865.9,2024-09-04 08:42:57
TXN_000100,Z427849P,109.7,33822.6,2024-05-31 07:21:33
TXN_000101,U717565Q,133.4,42792.2,2024-06-04 08:03:36
TXN_000102,D870831I,132.7,67259.2,2024-05-10 07:41:53
TXN_000103,O175496X,163.6,53863.2,2024-03-31 08:21:02
TXN_000104,P010651M,248.7,20823.3,2024-02-14 08:10:50
TXN_000105,U617711M,136.3,21419.7,2024-01-01 07:50:19
TXN_000106,M473947H,119.7,59349.1,2024-07-12 07:45:24
TXN_000107,N175186B,162.7,31258.6,2024-09-04 07:37:35
TXN_000108,X095701Z,239.7,34484.7,2024-10-03 07:51:39
TXN_000109,P586518V,116.6,89621.6,2024-01-28 08:26:36
TXN_000110,T685574Q,150.8,70606.2,2024-07-23 07:11:10
TXN_000111,C217043Y,216.7,74076.4,2024-09-24 07:50:11
TXN_000112,M115447T,137.9,99862.5,2024-01-23 07:50:25
TXN_000113,C647102A,211.6,75842.8,2024-02-02 07:23:11
TXN_000114,F545271F,127.7,16372.7,2024-11-13 07:59:30
TXN_000115,Y806578F,51.9,97648.5,2024-07-01 08:36:03
TXN_000116,N415747M,208.3,61837.3,2024-12-28 08:41:38
TXN_000117,O029593K,191.2,50215.8,2024-08-30 07:45:14
TXN_000118,Z951343M,63.3,12195.0,2024-12-16 08:04:37
TXN_000119,R623869Y,46.3,97430.5,2024-06-19 07:39:28
TXN_000120,F929662O,204.2,75872.0,2024-03-27 07:55:26
TXN_000121,C229959B,129.7,31898.3,2024-07-26 07:25:59
TXN_000122,U356159Q,135.8,48773.5,2024-04-28 07:14:02
TXN_000123,F154788I,123.5,56435.9,2024-07-01 07:04:22
TXN_000124,G067883D,138.9,31806.3,2024-06-28 08:37:34
TXN_000125,Z769367P,48.6,99690.7,2024-07-28 07:36:55
TXN_000126,Z397187D,102.3,27938.6,2024-11-20 08:55:23
TXN_000127,C634216E,142.9,55953.5,2024-10-27 08:52:48
TXN_000128,U344565C,229.0,85344.0,2024-04-27 07:32:58
TXN_000129,G297500O,125.1,96327.2,2024-04-20 07:14:22
TXN_000130,D534874F,144.3,72550.1,2024-01-27 08:06:02
TXN_000131,J932480A,75.1,42343.9,2024-07-10 08:11:38
TXN_000132,Z769367P,247.6,100456.5,2024-03-11 07:03:25
TXN_000133,W706540Y,50.9,88820.9,2024-11-09 08:08:28
TXN_000134,B383206O,69.4,72226.4,2024-09-23 08:33:51
TXN_000135,W242253H,210.0,28954.9,2024-08-16 07:20:52
TXN_000136,T226752J,119.0,78147.0,2024-07-01 07:13:44
TXN_000137,E651994B,135.6,19955.7,2024-01-18 08:08:28
TXN_000138,N221890P,158.0,75723.1,2024-09-17 07:35:12
TXN_000139,F154788I,90.3,56793.8,2024-10-01 08:24:08
TXN_000140,O497840Z,117.2,37010.9,2024-07-09 08:53:38
TXN_000141,A701277B,206.2,77560.4,2024-07-27 08:36:25
TXN_000142,I786527V,204.1,58876.4,2024-02-05 08:36:04
TXN_000143,I499727E,219.4,30204.0,2024-07-25 08:34:31
TXN_000144,M585064H,154.3,52028.7,2024-07-24 08:15:41
TXN_000145,I202970E,135.3,43518.0,2024-06-01 07:22:53
TXN_000146,P133412L,221.0,73241.5,2024-10-17 08:09:05
TXN_000147,P612275A,119.8,25698.0,2024-03-14 08:37:04
TXN_000148,Q808412H,123.2,77245.4,2024-12-24 07:52:52
TXN_000149,L498182L,230.9,46281.7,2024-03-07 07:39:11
TXN_000150,Y411998D,172.1,67289.2,2024-06-01 07:41:41
TXN_000151,K193745M,212.9,96190.1,2024-01-22 08:28:39
TXN_000152,U418328Z,115.6,13133.1,2024-10-06 08:31:12
TXN_000153,K891135P,158.2,82854.4,2024-06-01 07:20:14
TXN_000154,H537474F,115.2,97331.3,2024-12-20 08:49:21
TXN_000155,Q959310O,89.9,83036.7,2024-07-20 07:04:27
TXN_000156,O379237Q,209.6,31335.2,2024-12-15 08:37:50
TXN_000157,U807154H,100.5,72851.3,2024-11-28 07:54:11
TXN_000158,W233749H,129.1,24182.8,2024-08-24 07:56:49
TXN_000159,A470551L,204.4,82467.7,2024-12-06 07:10:30
TXN_000160,M016315X,122.7,70490.6,2024-12-06 08:45:10
TXN_000161,X422096K,131.3,51243.6,2024-04-05 07:50:20
TXN_000162,M543799D,121.6,92268.0,2024-08-15 08:19:29
TXN_000163,X422096K,235.6,51976.6,2024-08-18 07:55:40
TXN_000164,O339421P,80.3,71256.5,2024-09-23 08:25:27
TXN_000165,Y258313I,59.2,30191.4,2024-04-24 07:43:44
TXN_000166,I766270G,208.4,16389.3,2024-03-15 07:15:16
TXN_000167,Q125674Z,42.8,30764.5,2024-12-22 08:50:23
TXN_000168,J280598B,95.7,83994.1,2024-11-14 07:15:09
TXN_000169,H137215C,172.8,45814.5,2024-05-01 07:09:50
TXN_000170,S171339W,246.9,55272.3,2024-12-22 08:30:30
TXN_000171,I121003M,152.0,52999.2,2024-09-05 07:30:00
TXN_000172,L519398R,231.8,85514.6,2024-03-13 08:08:57
TXN_000173,M518705S,77.1,29492.4,2024-07-22 08:59:46
TXN_000174,W313518S,243.7,18664.4,2024-03-30 07:35:06
TXN_000175,D177449W,215.3,86857.8,2024-10-23 08:01:00
TXN_000176,R339845Y,153.5,13716.4,2024-08-08 08:55:27
TXN_000177,B261375A,128.0,54082.7,2024-06-19 08:52:05
TXN_000178,G909656A,81.0,60141.2,2024-03-03 08:59:44
TXN_000179,T287334J,97.7,90733.6,2024-06-27 08:48:29
TXN_000180,M016315X,182.9,71276.1,2024-06-05 07:23:41
TXN_000181,I499727E,116.7,30697.7,2024-04-23 07:25:14
TXN_000182,R635365E,124.5,24807.0,2024-11-09 07:27:13
TXN_000183,L278742B,140.1,10830.8,2024-07-13 07:50:29
TXN_000184,D516060E,87.5,38771.1,2024-04-30 07:48:44
TXN_000185,C647102A,192.1,76380.7,2024-12-26 08:13:34
TXN_000186,A893246N,176.6,79828.6,2024-06-26 07:43:28
TXN_000187,C182037H,170.7,85691.2,2024-01-09 08:18:10
TXN_000188,Y154100C,178.9,75543.1,2024-04-19 08:27:06
TXN_000189,Q125674Z,192.1,31593.8,2024-10-05 08:13:45
TXN_000190,T685662Y,106.5,98840.1,2024-08-02 07:06:22
TXN_000191,A241038S,203.8,57511.0,2024-04-07 07:19:04
TXN_000192,Z785969L,239.8,69339.6,2024-01-15 08:58:41
TXN_000193,V445107B,168.8,70969.8,2024-08-24 07:32:03
TXN_000194,C268117X,212.0,64269.5,2024-01-26 08:51:59
TXN_000195,K324210Y,70.7,15058.0,2024-08-19 07:04:43
TXN_000196,N109104C,174.6,67036.4,2024-07-11 07:07:17
TXN_000197,E013267N,70.1,51110.4,2024-06-07 07:37:16
TXN_000198,X964016G,85.6,31885.2,2024-09-11 08:53:05
TXN_000199,C033119C,241.0,22589.7,2024-04-01 08:18:19
TXN_000200,C464887F,125.6,18194.2,2024-05-08 08:16:51
TXN_000201,G590515J,206.0,85401.4,2024-12-12 08:23:59
TXN_000202,M116155Q,49.2,25006.4,2024-02-16 08:56:10
TXN_000203,T389083P,44.6,42404.8,2024-04-30 07:09:53
TXN_000204,Q885165W,228.0,40055.0,2024-11-04 08:57:08
TXN_000205,M116155Q,161.9,25724.0,2024-07-31 08:43:46
TXN_000206,A454948H,171.7,43941.4,2024-03-10 07:14:07
TXN_000207,J224447E,80.4,63198.5,2024-07-20 08:09:52
TXN_000208,K324210Y,195.5,15611.8,2024-03-24 07:00:18
TXN_000209,Q685160I,135.1,24740.8,2024-02-06 08:36:06
TXN_000210,P776945F,165.1,58569.4,2024-11-19 07:15:41
TXN_000211,E208267P,234.9,59822.3,2024-03-08 08:12:23
TXN_000212,X181883W,206.4,30900.0,2024-02-19 07:53:01
TXN_000213,A470551L,232.1,83213.6,2024-05-20 07:47:03
TXN_000214,P078447Z,214.2,73329.6,2024-11-15 07:46:42
TXN_000215,R155792T,63.3,19443.2,2024-03-16 08:07:52
TXN_000216,D496499N,82.4,85271.2,2024-03-12 07:45:12
TXN_000217,X370589D,65.4,54678.9,2024-10-05 08:07:43
TXN_000218,O585277L,170.4,23573.6,2024-02-20 08:19:43
TXN_000219,U980793M,202.7,62094.4,2024-11-16 08:07:25
TXN_000220,Z884969X,104.2,85822.2,2024-01-30 08:36:30
TXN_000221,W991022N,187.6,17787.9,2024-08-10 08:12:08
TXN_000222,W400504X,158.7,23235.2,2024-04-20 08:17:01
TXN_000223,B906594F,243.6,62024.9,2024-05-25 08:05:29
TXN_000224,L661797Z,141.9,47746.7,2024-11-28 07:03:53
TXN_000225,H137215C,217.2,46553.6,2024-11-07 07:04:01
TXN_000226,J932480A,197.0,43050.3,2024-11-14 07:48:58
TXN_000227,J121267J,240.4,77567.6,2024-04-15 08:42:02
TXN_000228,W909670T,232.6,50559.2,2024-12-14 07:57:04
TXN_000229,H537474F,168.0,98002.4,2024-01-12 08:49:49
TXN_000230,I145623Y,238.5,16823.7,2024-09-10 07:38:19
TXN_000231,P384251X,217.1,80976.1,2024-08-10 08:33:07
TXN_000232,Y258313I,105.7,30551.7,2024-08-22 08:14:06
TXN_000233,N243106X,246.2,95755.2,2024-03-22 07:35:22
TXN_000234,H349578W,124.9,12270.1,2024-03-31 07:02:54
TXN_000235,F154788I,91.3,57160.6,2024-06-03 08:21:39
TXN_000236,I121003M,112.9,53324.5,2024-08-19 08:41:30
TXN_000237,B998094L,231.3,82003.1,2024-10-23 08:49:09
TXN_000238,G909656A,140.6,60613.3,2024-01-06 08:30:59
TXN_000239,P369378R,88.4,27888.2,2024-09-06 07:26:46
TXN_000240,Z769367P,65.1,100662.7,2024-06-02 07:31:08
TXN_000241,X181883W,66.9,31161.9,2024-10-03 07:03:32
TXN_000242,H278680E,47.1,44123.0,2024-06-25 08:23:58
TXN_000243,P260422J,105.8,89517.2,2024-06-14 07:32:59
TXN_000244,X170462I,119.2,30743.9,2024-11-11 07:19:32
TXN_000245,Y806578F,125.2,98022.5,2024-09-08 08:46:39
TXN_000246,Z593252U,62.5,72234.2,2024-05-20 07:28:11
TXN_000247,L867362O,78.1,67349.2,2024-09-30 08:44:38
TXN_000248,B677219Y,212.5,81525.4,2024-01-03 07:59:35
TXN_000249,D990162L,197.5,31768.3,2024-07-21 08:07:38
TXN_000250,B188888Y,177.9,71520.8,2024-12-29 08:13:27
TXN_000251,F929662O,235.1,76507.8,2024-02-12 07:04:15
TXN_000252,B643815H,82.1,63859.6,2024-11-02 07:54:39
TXN_000253,N415747M,55.6,62021.1,2024-09-14 08:37:18
TXN_000254,G067883D,225.2,32687.9,2024-11-29 07:10:49
TXN_000255,Q467854X,157.1,27656.5,2024-07-29 07:02:40
TXN_000256,D534624U,176.4,80383.2,2024-11-12 08:51:27
TXN_000257,W400504X,222.5,23828.3,2024-11-09 08:30:07
TXN_000258,F644925L,50.3,90398.9,2024-02-08 08:02:45
TXN_000259,J226838Q,174.3,14347.3,2024-09-16 07:21:28
TXN_000260,U302843K,63.5,67243.2,2024-07-20 08:46:42
TXN_000261,U937526S,190.6,28095.1,2024-04-15 07:27:18
TXN_000262,W795687I,127.7,27753.3,2024-03-19 07:24:57
TXN_000263,F154788I,239.6,57989.0,2024-02-05 08:59:59
TXN_000264,B912419T,72.6,13989.8,2024-06-27 08:45:12
TXN_000265,D413164O,249.3,72738.3,2024-02-04 07:38:41
TXN_000266,U329668F,162.5,58907.9,2024-07-13 08:24:23
TXN_000267,W921277K,246.7,41688.1,2024-07-26 08:06:17
TXN_000268,X164535K,242.9,67104.1,2024-04-06 08:27:32
TXN_000269,N222196R,186.9,21646.0,2024-10-17 08:07:08
TXN_000270,B188888Y,180.5,72150.2,2024-04-22 07:56:30
TXN_000271,P615679S,122.1,44493.8,2024-07-02 07:22:40
TXN_000272,M116155Q,201.0,26381.4,2024-11-04 07:00:11
TXN_000273,X937567R,48.0,21088.4,2024-07-03 07:05:35
TXN_000274,G562636X,157.4,16655.9,2024-01-29 08:42:20
TXN_000275,R155792T,177.0,20169.6,2024-06-14 08:14:51
TXN_000276,S171339W,60.0,55476.8,2024-04-06 08:40:11
TXN_000277,Q619906I,220.2,38592.6,2024-01-09 07:57:49
TXN_000278,Z951343M,42.5,12301.5,2024-09-21 08:13:37
TXN_000279,W233749H,96.6,24522.5,2024-07-28 08:16:29
TXN_000280,H219136K,176.8,17077.4,2024-03-11 07:31:53
TXN_000281,L685054N,141.8,82404.4,2024-06-09 07:02:07
TXN_000282,L598564B,192.2,16748.1,2024-12-15 07:17:23
TXN_000283,A701277B,90.9,77958.0,2024-08-10 08:10:45
TXN_000284,A514627U,113.0,24856.5,2024-10-02 07:11:43
TXN_000285,D496499N,117.7,85678.9,2024-04-11 07:47:24
TXN_000286,H219136K,232.6,18007.1,2024-01-21 08:55:01
TXN_000287,B974801I,177.8,14152.5,2024-09-01 07:51:21
TXN_000288,P854973R,56.4,99453.9,2024-12-24 07:12:19
TXN_000289,D473597X,221.0,13317.7,2024-08-16 08:54:55
TXN_000290,N415747M,171.9,62472.7,2024-01-31 08:25:50
TXN_000291,L867362O,222.5,67934.8,2024-12-02 08:03:23
TXN_000292,O339421P,197.8,71820.9,2024-04-24 08:16:32
TXN_000293,Z825128H,87.7,88512.2,2024-06-17 08:50:21
TXN_000294,T389083P,125.2,42885.4,2024-07-13 08:26:24
TXN_000295,U047095I,135.3,27492.8,2024-01-07 08:50:44
TXN_000296,U773592T,234.1,48317.0,2024-08-04 08:33:38
TXN_000297,Z825128H,166.4,89040.1,2024-08-07 08:59:32
TXN_000298,B565431V,46.9,78946.2,2024-03-25 08:08:43
TXN_000299,S296222X,70.3,11480.7,2024-02-22 07:43:11
TXN_000300,J599534Q,151.2,17722.0,2024-08-11 08:38:53
TXN_000301,L685054N,217.1,82968.3,2024-05-12 07:47:59
TXN_000302,W805310B,59.6,47448.1,2024-04-17 08:59:08
TXN_000303,N877175X,82.1,40640.8,2024-02-14 07:28:15
TXN_000304,M043898V,81.6,23741.5,2024-03-22 07:14:21
TXN_000305,N124065Y,153.6,33010.2,2024-11-05 07:41:43
TXN_000306,A293870S,107.5,74652.7,2024-03-07 07:18:36
TXN_000307,Z277584F,69.4,14103.4,2024-07-25 07:52:15
TXN_000308,O933083O,50.1,76364.3,2024-02-25 08:32:38
TXN_000309,B970629K,83.0,54566.5,2024-05-22 07:47:43
TXN_000310,R656523P,119.8,22088.0,2024-06-12 07:32:37
TXN_000311,H339187T,62.3,62117.2,2024-06-11 08:33:44
TXN_000312,G667116V,122.0,46578.2,2024-04-26 07:49:44
TXN_000313,G978820F,174.0,19507.2,2024-07-22 08:13:02
TXN_000314,K324210Y,188.7,16363.3,2024-05-06 07:29:34
TXN_000315,Q998543T,102.6,82353.2,2024-10-04 07:25:01
TXN_000316,X937567R,215.2,21667.5,2024-10-18 07:43:51
TXN_000317,J718227K,166.1,16913.7,2024-04-18 08:21:22
TXN_000318,G909656A,232.6,61277.2,2024-08-15 07:02:24
TXN_000319,H328710J,216.3,33199.9,2024-05-05 08:18:25
TXN_000320,R662532R,227.0,48241.5,2024-10-21 08:30:29
TXN_000321,G604945K,95.6,17662.8,2024-07-27 08:16:35
TXN_000322,P615679S,149.5,44884.4,2024-11-19 08:32:42
TXN_000323,S843443T,131.5,76485.1,2024-12-26 08:39:02
TXN_000324,V262181M,94.6,50864.0,2024-12-13 08:41:46
TXN_000325,B383206O,236.0,73225.5,2024-01-06 08:59:16
TXN_000326,G297500O,245.1,97123.8,2024-09-01 08:48:20
TXN_000327,G590515J,244.8,86413.8,2024-01-30 07:37:31
TXN_000328,P859321Q,80.9,66843.4,2024-09-12 08:40:58
TXN_000329,G595327D,206.1,24262.8,2024-10-26 07:22:43
TXN_000330,U791805I,178.2,62714.4,2024-06-13 08:35:24
TXN_000331,T564139U,180.0,71398.1,2024-09-03 07:49:31
TXN_000332,C464887F,54.4,18334.0,2024-10-09 08:56:37
TXN_000333,X792524G,88.3,36251.6,2024-08-20 08:18:34
TXN_000334,O175496X,225.6,54786.8,2024-02-06 07:48:17
TXN_000335,B906594F,201.2,62814.8,2024-08-29 08:26:27
TXN_000336,R016571X,68.1,27191.2,2024-02-14 08:50:28
TXN_000337,N507527W,210.1,34406.0,2024-11-10 08:26:10
TXN_000338,Z277584F,228.9,14709.4,2024-10-12 07:58:05
TXN_000339,Q868501L,149.5,64714.4,2024-06-14 07:08:15
TXN_000340,O175496X,116.9,55126.7,2024-05-28 08:28:55
TXN_000341,S340438K,204.2,81738.9,2024-01-18 08:17:03
TXN_000342,W805310B,200.0,48321.4,2024-12-10 08:02:31
TXN_000343,Y411998D,127.0,67823.4,2024-10-29 07:17:28
TXN_000344,O379237Q,183.8,31933.2,2024-12-04 07:42:34
TXN_000345,I202970E,245.7,44580.0,2024-10-01 07:19:06
TXN_000346,W233749H,80.0,24780.3,2024-08-30 07:07:16
TXN_000347,C268117X,111.2,64674.2,2024-01-30 08:17:19
TXN_000348,C268117X,121.3,65152.0,2024-03-16 08:37:34
TXN_000349,R016571X,165.8,27672.5,2024-12-24 07:17:16
TXN_000350,S742684H,162.3,58983.2,2024-03-08 07:49:53
TXN_000351,E039308A,220.2,39962.5,2024-08-28 08:57:25
TXN_000352,A995604Y,185.9,72601.0,2024-12-18 08:20:51
TXN_000353,L735866R,63.6,83435.1,2024-04-04 08:36:19
TXN_000354,S171339W,202.6,56219.6,2024-06-26 08:22:39
TXN_000355,Y996504C,62.4,29732.6,2024-06-09 08:56:22
TXN_000356,J374545K,235.3,23680.7,2024-09-28 07:58:06
TXN_000357,A995604Y,151.4,73211.9,2024-02-27 07:20:13
TXN_000358,X181883W,127.4,31716.4,2024-01-22 07:34:18
TXN_000359,U675254U,173.4,84677.1,2024-11-30 08:17:53
TXN_000360,S966319O,168.5,28080.4,2024-05-14 08:58:22
TXN_000361,H219136K,70.0,18285.3,2024-09-15 07:58:09
TXN_000362,Z201632S,144.0,34599.4,2024-12-26 07:38:21
TXN_000363,B627298Z,143.1,36867.7,2024-08-18 07:38:49
TXN_000364,G590515J,80.9,86688.6,2024-11-25 07:39:13
TXN_000365,P859321Q,149.9,67505.4,2024-03-30 08:19:28
TXN_000366,K193745M,232.5,97005.8,2024-10-16 08:48:04
TXN_000367,D192832Y,234.2,69526.0,2024-06-16 08:21:16
TXN_000368,J224447E,138.9,63596.8,2024-08-28 07:58:38
TXN_000369,P104696K,88.0,67876.5,2024-07-23 08:37:07
TXN_000370,P720999P,197.3,65324.2,2024-02-29 08:50:04
TXN_000371,Z522395V,235.1,94824.6,2024-04-12 08:16:31
TXN_000372,I284210A,114.1,43684.4,2024-09-13 07:53:57
TXN_000373,P776945F,136.5,59096.3,2024-08-09 08:47:09
TXN_000374,I111554Y,63.1,56070.5,2024-09-15 08:16:56
TXN_000375,N612018Y,87.4,97858.8,2024-05-07 08:57:12
TXN_000376,C346578H,40.1,85805.1,2024-03-21 07:44:16
TXN_000377,F545271F,137.7,16877.2,2024-02-05 07:17:22
TXN_000378,O497840Z,167.5,37635.9,2024-05-22 08:06:39
TXN_000379,A146584S,59.1,66063.2,2024-02-26 07:01:47
TXN_000380,Q959310O,209.5,83859.2,2024-08-09 07:25:51
TXN_000381,G978820F,239.7,20379.5,2024-06-18 07:31:11
TXN_000382,V850506U,242.5,24325.1,2024-11-06 08:03:41
TXN_000383,D951718A,68.5,35104.0,2024-05-29 08:44:32
TXN_000384,I626765Y,96.1,15132.8,2024-08-29 08:23:16
TXN_000385,M269166D,150.0,67479.2,2024-10-23 07:57:21
TXN_000386,H043289B,92.9,49071.0,2024-05-23 07:53:25
TXN_000387,Z593252U,190.0,72734.9,2024-10-16 07:05:08
TXN_000388,P369378R,211.2,28579.0,2024-09-28 08:31:58
TXN_000389,H134936I,59.8,24128.5,2024-02-08 07:14:01
TXN_000390,E775204H,231.5,96289.1,2024-04-09 08:00:14
TXN_000391,H537474F,206.9,98615.9,2024-07-10 08:31:39
TXN_000392,K797881H,221.3,13934.3,2024-07-25 08:47:09
TXN_000393,I522872P,209.0,54116.9,2024-09-06 07:07:46
TXN_000394,C378427F,246.1,14337.3,2024-10-23 08:59:05
TXN_000395,W848018R,125.4,69650.1,2024-10-14 08:02:28
TXN_000396,O585277L,140.4,23988.1,2024-11-06 07:59:53
TXN_000397,W451712O,193.2,55096.1,2024-07-21 08:15:32
TXN_000398,R544948G,248.9,81560.6,2024-01-02 07:59:26
TXN_000399,N788957U,138.2,63684.4,2024-04-08 07:02:58
TXN_000400,X806174T,208.5,37158.6,2024-05-08 08:58:42
TXN_000401,Z863794A,249.7,51134.7,2024-02-19 08:18:43
TXN_000402,H043289B,130.3,49558.6,2024-03-21 07:00:01
TXN_000403,I974014K,99.2,90536.5,2024-09-13 08:50:32
TXN_000404,R230047U,178.1,29414.6,2024-12-20 07:48:03
TXN_000405,N124065Y,115.0,33424.0,2024-07-24 08:27:30
TXN_000406,H539621X,46.0,49168.4,2024-06-11 08:11:55
TXN_000407,K614293Y,201.6,47199.6,2024-06-08 07:50:37
